timestamp,message
1766577647942,"{""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577646872,""LambdaInsights"":{""ShareTelemetry"":true}},""request_id"":""3a029932-0ac9-48bf-b9f8-08309a7779d8"",""used_memory_max"":147,""cpu_total_time"":10,""function_name"":""cr2a-api"",""event_type"":""performance"",""threads_max"":14,""tmp_max"":4211933184,""rx_bytes"":6266,""total_network"":19373,""agent_memory_avg"":7,""billed_duration"":11,""agent_version"":""1.0.660.0"",""fd_use"":15,""duration"":10,""cpu_system_time"":0,""fd_max"":1024,""cpu_user_time"":10,""billed_mb_ms"":33088,""memory_utilization"":4,""agent_memory_max"":7,""tmp_free"":4195139584,""tmp_used"":16793600,""total_memory"":3008,""cold_start"":false,""tx_bytes"":13107}"
1766577649024,"{""agent_version"":""1.0.660.0"",""duration"":11,""cpu_user_time"":0,""tmp_max"":4211933184,""event_type"":""performance"",""rx_bytes"":5770,""agent_memory_avg"":7,""used_memory_max"":147,""total_network"":12072,""fd_max"":1024,""agent_memory_max"":7,""cpu_total_time"":0,""fd_use"":15,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577647942,""LambdaInsights"":{""ShareTelemetry"":true}},""memory_utilization"":4,""function_name"":""cr2a-api"",""total_memory"":3008,""cold_start"":false,""tx_bytes"":6302,""billed_duration"":12,""tmp_free"":4195139584,""tmp_used"":16793600,""billed_mb_ms"":36096,""cpu_system_time"":0,""threads_max"":14,""request_id"":""4e2a010c-386d-421e-9340-3664565be412""}"
1766577650149,"{""memory_utilization"":4,""total_memory"":3008,""agent_memory_max"":7,""cold_start"":false,""cpu_user_time"":20,""duration"":10,""tx_bytes"":6302,""tmp_max"":4211933184,""used_memory_max"":147,""billed_mb_ms"":33088,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577649024,""LambdaInsights"":{""ShareTelemetry"":true}},""agent_memory_avg"":7,""tmp_used"":16793600,""request_id"":""e5569685-7376-4fd7-94c9-7cfaee0f1db1"",""function_name"":""cr2a-api"",""billed_duration"":11,""threads_max"":14,""rx_bytes"":5770,""fd_use"":15,""agent_version"":""1.0.660.0"",""cpu_total_time"":20,""cpu_system_time"":0,""fd_max"":1024,""tmp_free"":4195139584,""event_type"":""performance"",""total_network"":12072}"
1766577651232,"{""total_memory"":3008,""agent_memory_avg"":7,""fd_use"":15,""tmp_free"":4195139584,""tmp_used"":16793600,""cpu_system_time"":0,""request_id"":""44ae4552-dcea-430e-a1a9-b06b9c3cb206"",""total_network"":12072,""cold_start"":false,""event_type"":""performance"",""rx_bytes"":5770,""tmp_max"":4211933184,""function_name"":""cr2a-api"",""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577650149,""LambdaInsights"":{""ShareTelemetry"":true}},""fd_max"":1024,""agent_version"":""1.0.660.0"",""billed_duration"":12,""cpu_user_time"":0,""duration"":11,""agent_memory_max"":7,""memory_utilization"":4,""used_memory_max"":147,""billed_mb_ms"":36096,""cpu_total_time"":0,""tx_bytes"":6302,""threads_max"":14}"
1766577652310,"{""billed_duration"":11,""cpu_system_time"":10,""agent_memory_avg"":7,""threads_max"":14,""tmp_used"":16793600,""total_network"":19436,""event_type"":""performance"",""tmp_max"":4211933184,""fd_max"":1024,""memory_utilization"":4,""function_name"":""cr2a-api"",""rx_bytes"":6332,""used_memory_max"":147,""tmp_free"":4195139584,""cpu_user_time"":30,""cpu_total_time"":40,""agent_memory_max"":7,""tx_bytes"":13104,""agent_version"":""1.0.660.0"",""billed_mb_ms"":33088,""total_memory"":3008,""duration"":10,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577651232,""LambdaInsights"":{""ShareTelemetry"":true}},""cold_start"":false,""fd_use"":14,""request_id"":""24c7af72-1a32-443b-8052-83f47498e7ef""}"
1766577653383,"{""billed_duration"":11,""request_id"":""586c6c99-73e9-48fa-9887-23174509bb60"",""function_name"":""cr2a-api"",""tmp_max"":4211933184,""total_network"":14100,""tmp_free"":4195139584,""cold_start"":false,""duration"":10,""billed_mb_ms"":33088,""fd_max"":1024,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577652310,""LambdaInsights"":{""ShareTelemetry"":true}},""agent_version"":""1.0.660.0"",""tx_bytes"":8330,""tmp_used"":16793600,""rx_bytes"":5770,""used_memory_max"":147,""event_type"":""performance"",""agent_memory_max"":7,""cpu_system_time"":0,""cpu_user_time"":0,""memory_utilization"":4,""total_memory"":3008,""agent_memory_avg"":7,""threads_max"":14,""fd_use"":15,""cpu_total_time"":0}"
1766577654479,"{""billed_duration"":12,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577653383,""LambdaInsights"":{""ShareTelemetry"":true}},""agent_version"":""1.0.660.0"",""total_network"":10044,""rx_bytes"":5770,""agent_memory_max"":7,""used_memory_max"":147,""agent_memory_avg"":7,""fd_max"":1024,""duration"":11,""billed_mb_ms"":36096,""tmp_max"":4211933184,""tmp_used"":16793600,""memory_utilization"":4,""request_id"":""7a18f23c-660d-4955-a350-d6d27a7a759e"",""cpu_total_time"":10,""cpu_system_time"":10,""total_memory"":3008,""tmp_free"":4195139584,""cpu_user_time"":0,""tx_bytes"":4274,""cold_start"":false,""threads_max"":14,""fd_use"":15,""function_name"":""cr2a-api"",""event_type"":""performance""}"
1766577655568,"{""agent_memory_avg"":7,""tmp_max"":4211933184,""duration"":10,""cpu_system_time"":0,""request_id"":""1a8328c8-b8b2-4585-a165-afaef94d0f43"",""event_type"":""performance"",""tx_bytes"":8330,""memory_utilization"":4,""tmp_free"":4195139584,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577654478,""LambdaInsights"":{""ShareTelemetry"":true}},""rx_bytes"":5769,""used_memory_max"":147,""threads_max"":14,""agent_memory_max"":7,""fd_use"":15,""cpu_total_time"":0,""cold_start"":false,""cpu_user_time"":0,""billed_mb_ms"":33088,""agent_version"":""1.0.660.0"",""total_network"":14099,""tmp_used"":16793600,""function_name"":""cr2a-api"",""fd_max"":1024,""total_memory"":3008,""billed_duration"":11}"
1766577656657,"{""fd_max"":1024,""duration"":9,""request_id"":""82041dcc-b0c7-4b12-8c82-1219be24b349"",""cpu_user_time"":0,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577655568,""LambdaInsights"":{""ShareTelemetry"":true}},""total_memory"":3008,""rx_bytes"":6265,""tmp_free"":4195139584,""agent_memory_max"":7,""billed_duration"":10,""used_memory_max"":147,""billed_mb_ms"":30080,""tx_bytes"":11077,""tmp_max"":4211933184,""tmp_used"":16793600,""agent_memory_avg"":7,""cpu_system_time"":10,""cpu_total_time"":10,""total_network"":17342,""threads_max"":14,""fd_use"":15,""cold_start"":false,""function_name"":""cr2a-api"",""memory_utilization"":4,""agent_version"":""1.0.660.0"",""event_type"":""performance""}"
1766577657741,"{""billed_duration"":12,""event_type"":""performance"",""memory_utilization"":4,""total_memory"":3008,""cpu_system_time"":0,""agent_memory_max"":7,""cold_start"":false,""agent_memory_avg"":7,""duration"":11,""cpu_total_time"":20,""threads_max"":14,""total_network"":12072,""used_memory_max"":147,""tmp_free"":4195139584,""billed_mb_ms"":36096,""cpu_user_time"":20,""fd_use"":15,""tmp_max"":4211933184,""tmp_used"":16793600,""function_name"":""cr2a-api"",""tx_bytes"":6302,""rx_bytes"":5770,""fd_max"":1024,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577656657,""LambdaInsights"":{""ShareTelemetry"":true}},""agent_version"":""1.0.660.0"",""request_id"":""dd660dbf-2369-4bac-95a7-1229c59b925d""}"
1766577658823,"{""cpu_system_time"":0,""cpu_user_time"":0,""agent_memory_avg"":7,""agent_version"":""1.0.660.0"",""event_type"":""performance"",""billed_mb_ms"":33088,""tmp_free"":4195139584,""tmp_used"":16793600,""billed_duration"":11,""duration"":10,""cpu_total_time"":0,""fd_max"":1024,""fd_use"":12,""tx_bytes"":6236,""total_network"":12006,""rx_bytes"":5770,""threads_max"":14,""request_id"":""d04e378e-2732-4e14-bbbb-ae52ca524418"",""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577657741,""LambdaInsights"":{""ShareTelemetry"":true}},""cold_start"":false,""function_name"":""cr2a-api"",""total_memory"":3008,""memory_utilization"":4,""agent_memory_max"":7,""used_memory_max"":147,""tmp_max"":4211933184}"
1766577659903,"{""cpu_total_time"":10,""threads_max"":13,""tmp_used"":16793600,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577658823,""LambdaInsights"":{""ShareTelemetry"":true}},""used_memory_max"":147,""tx_bytes"":6302,""total_memory"":3008,""agent_version"":""1.0.660.0"",""cpu_user_time"":10,""memory_utilization"":4,""agent_memory_max"":7,""duration"":9,""request_id"":""b0bd732d-c9ab-409c-a79a-7488927bcfb3"",""event_type"":""performance"",""function_name"":""cr2a-api"",""billed_duration"":10,""agent_memory_avg"":7,""cpu_system_time"":0,""tmp_max"":4211933184,""cold_start"":false,""rx_bytes"":5769,""fd_use"":12,""tmp_free"":4195139584,""total_network"":12071,""billed_mb_ms"":30080,""fd_max"":1024}"
1766577661035,"{""tmp_max"":4211933184,""used_memory_max"":147,""cold_start"":false,""fd_use"":15,""request_id"":""8e3304eb-063a-48b7-831d-1d1ac8d8a83e"",""function_name"":""cr2a-api"",""billed_duration"":11,""duration"":10,""memory_utilization"":4,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577659903,""LambdaInsights"":{""ShareTelemetry"":true}},""agent_version"":""1.0.660.0"",""rx_bytes"":6417,""threads_max"":14,""cpu_total_time"":20,""total_network"":19587,""cpu_system_time"":10,""tx_bytes"":13170,""tmp_used"":16793600,""tmp_free"":4195139584,""fd_max"":1024,""billed_mb_ms"":33088,""agent_memory_avg"":7,""agent_memory_max"":7,""total_memory"":3008,""cpu_user_time"":10,""event_type"":""performance""}"
1766577662149,"{""tmp_free"":4195139584,""threads_max"":14,""fd_max"":1024,""event_type"":""performance"",""agent_memory_max"":7,""fd_use"":15,""agent_memory_avg"":7,""cpu_user_time"":20,""rx_bytes"":11375,""total_network"":21495,""tmp_max"":4211933184,""agent_version"":""1.0.660.0"",""tx_bytes"":10120,""billed_mb_ms"":120320,""tmp_used"":16793600,""cold_start"":false,""used_memory_max"":147,""total_memory"":3008,""billed_duration"":40,""cpu_system_time"":10,""cpu_total_time"":30,""memory_utilization"":4,""request_id"":""fffcece7-83fc-4144-ac0e-aaa7d69a5887"",""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577661035,""LambdaInsights"":{""ShareTelemetry"":true}},""duration"":39,""function_name"":""cr2a-api""}"
1766577663239,"{""duration"":13,""fd_max"":1024,""rx_bytes"":5770,""cpu_total_time"":0,""total_network"":10044,""agent_memory_max"":7,""agent_memory_avg"":7,""billed_mb_ms"":42112,""fd_use"":15,""tmp_free"":4195139584,""tmp_used"":16793600,""request_id"":""cc18ec3b-8cf0-4d39-9032-8947de9e3faf"",""function_name"":""cr2a-api"",""event_type"":""performance"",""agent_version"":""1.0.660.0"",""used_memory_max"":147,""memory_utilization"":4,""total_memory"":3008,""cpu_system_time"":0,""billed_duration"":14,""cpu_user_time"":0,""tmp_max"":4211933184,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577662149,""LambdaInsights"":{""ShareTelemetry"":true}},""cold_start"":false,""tx_bytes"":4274,""threads_max"":14}"
1766577664317,"{""total_memory"":3008,""cpu_total_time"":30,""agent_memory_avg"":7,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577663239,""LambdaInsights"":{""ShareTelemetry"":true}},""used_memory_max"":147,""cpu_system_time"":0,""request_id"":""cc1b3db6-2bc6-4dcd-971b-cde21b8c29cb"",""billed_mb_ms"":36096,""rx_bytes"":5770,""cpu_user_time"":30,""billed_duration"":12,""duration"":11,""tmp_max"":4211933184,""tmp_free"":4195139584,""fd_use"":15,""cold_start"":false,""tmp_used"":16793600,""function_name"":""cr2a-api"",""agent_version"":""1.0.660.0"",""event_type"":""performance"",""memory_utilization"":4,""tx_bytes"":6302,""fd_max"":1024,""threads_max"":14,""agent_memory_max"":7,""total_network"":12072}"
1766577665431,"{""used_memory_max"":147,""cold_start"":false,""cpu_total_time"":0,""rx_bytes"":6332,""tmp_free"":4195139584,""duration"":10,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577664317,""LambdaInsights"":{""ShareTelemetry"":true}},""agent_memory_max"":7,""agent_memory_avg"":7,""function_name"":""cr2a-api"",""request_id"":""f36961ad-d73e-493e-a76a-ed16e4bce5ec"",""billed_mb_ms"":33088,""memory_utilization"":4,""tx_bytes"":13111,""fd_max"":1024,""total_network"":19443,""agent_version"":""1.0.660.0"",""threads_max"":14,""billed_duration"":11,""tmp_used"":16793600,""tmp_max"":4211933184,""event_type"":""performance"",""total_memory"":3008,""cpu_system_time"":0,""fd_use"":15,""cpu_user_time"":0}"
1766577666552,"{""billed_mb_ms"":36096,""used_memory_max"":147,""tmp_used"":16793600,""tmp_free"":4195139584,""total_memory"":3008,""agent_version"":""1.0.660.0"",""cpu_user_time"":10,""event_type"":""performance"",""rx_bytes"":5836,""request_id"":""bea72343-eb0f-4f18-aaef-b94083cd539a"",""cpu_system_time"":0,""agent_memory_avg"":7,""cpu_total_time"":10,""fd_use"":15,""memory_utilization"":4,""fd_max"":1024,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577665431,""LambdaInsights"":{""ShareTelemetry"":true}},""threads_max"":14,""function_name"":""cr2a-api"",""agent_memory_max"":7,""tmp_max"":4211933184,""cold_start"":false,""tx_bytes"":8330,""total_network"":14166,""billed_duration"":12,""duration"":11}"
1766577667639,"{""tmp_max"":4211933184,""total_network"":9978,""agent_memory_max"":7,""request_id"":""fc7b8cea-6501-4979-8a1a-b2b5fb9aaec7"",""function_name"":""cr2a-api"",""agent_version"":""1.0.660.0"",""cold_start"":false,""duration"":10,""threads_max"":14,""rx_bytes"":5704,""billed_duration"":11,""cpu_system_time"":0,""tmp_used"":16793600,""cpu_user_time"":10,""event_type"":""performance"",""tx_bytes"":4274,""tmp_free"":4195139584,""cpu_total_time"":10,""total_memory"":3008,""fd_use"":15,""fd_max"":1024,""used_memory_max"":147,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577666552,""LambdaInsights"":{""ShareTelemetry"":true}},""billed_mb_ms"":33088,""agent_memory_avg"":7,""memory_utilization"":4}"
1766577668735,"{""total_network"":14100,""tmp_max"":4211933184,""event_type"":""performance"",""duration"":11,""cpu_total_time"":10,""threads_max"":14,""tmp_free"":4195139584,""cpu_user_time"":10,""rx_bytes"":5770,""billed_duration"":12,""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577667639,""LambdaInsights"":{""ShareTelemetry"":true}},""total_memory"":3008,""cpu_system_time"":0,""fd_max"":1024,""agent_memory_avg"":7,""agent_version"":""1.0.660.0"",""billed_mb_ms"":36096,""used_memory_max"":147,""tx_bytes"":8330,""agent_memory_max"":7,""fd_use"":15,""tmp_used"":16793600,""cold_start"":false,""function_name"":""cr2a-api"",""memory_utilization"":4,""request_id"":""334204f6-17de-4c2d-8414-2d8104e9cd30""}"
1766577669829,"{""agent_memory_max"":7,""threads_max"":14,""event_type"":""performance"",""_aws"":{""CloudWatchMetrics"":[{""Namespace"":""LambdaInsights"",""Dimensions"":[[""function_name""]],""Metrics"":[{""Name"":""memory_utilization"",""Unit"":""Percent""},{""Name"":""total_memory"",""Unit"":""Megabytes""},{""Name"":""used_memory_max"",""Unit"":""Megabytes""},{""Name"":""cpu_total_time"",""Unit"":""Milliseconds""},{""Name"":""tx_bytes"",""Unit"":""Bytes""},{""Name"":""rx_bytes"",""Unit"":""Bytes""},{""Name"":""total_network"",""Unit"":""Bytes""},{""Name"":""tmp_used"",""Unit"":""Bytes""}]}],""Timestamp"":1766577668735,""LambdaInsights"":{""ShareTelemetry"":true}},""billed_duration"":11,""cpu_user_time"":10,""cpu_system_time"":0,""agent_memory_avg"":7,""tx_bytes"":11077,""used_memory_max"":147,""total_memory"":3008,""cpu_total_time"":10,""duration"":10,""cold_start"":false,""tmp_used"":16793600,""agent_version"":""1.0.660.0"",""memory_utilization"":4,""total_network"":17409,""fd_max"":1024,""tmp_free"":4195139584,""rx_bytes"":6332,""fd_use"":15,""tmp_max"":4211933184,""billed_mb_ms"":33088,""request_id"":""57852b13-3fd2-4f42-9e5e-453385063a07"",""function_name"":""cr2a-api""}"
